customerID,Contract,PaperlessBilling,PaymentMethod
5844-QVTAT,One year,Yes,Mailed check
8905-IAZPF,One year,Yes,Credit card (automatic)
5394-MEITZ,Two year,Yes,Bank transfer (automatic)
6859-QNXIQ,Two year,Yes,Bank transfer (automatic)
2782-LFZVW,Month-to-month,Yes,Mailed check
2866-IKBTM,Month-to-month,No,Mailed check
1342-JPNKI,Month-to-month,Yes,Bank transfer (automatic)
2817-NTQDO,Month-to-month,Yes,Credit card (automatic)
7129-AZJDE,One year,Yes,Bank transfer (automatic)
6986-IJDHX,Month-to-month,Yes,Mailed check
2560-PPCHE,One year,Yes,Bank transfer (automatic)
4676-MQUEA,One year,Yes,Bank transfer (automatic)
8138-EALND,Month-to-month,No,Mailed check
3580-HYCSP,Two year,Yes,Bank transfer (automatic)
1352-HNSAW,Two year,Yes,Bank transfer (automatic)
2075-PUEPR,Two year,No,Bank transfer (automatic)
1982-FEBTD,Two year,Yes,Credit card (automatic)
5301-GAUUY,Month-to-month,Yes,Bank transfer (automatic)
5791-KAJFD,One year,Yes,Bank transfer (automatic)
2654-VBVPB,Month-to-month,No,Bank transfer (automatic)
1154-HYWWO,One year,No,Mailed check
2501-XWWTZ,Month-to-month,No,Electronic check
3716-UVSPD,Month-to-month,Yes,Electronic check
6815-ABQFQ,One year,Yes,Electronic check
7343-EOBEU,Month-to-month,Yes,Mailed check
3701-SFMUH,Month-to-month,No,Credit card (automatic)
6103-LIANB,Two year,Yes,Credit card (automatic)
7319-VENRZ,Month-to-month,No,Bank transfer (automatic)
5846-NEQVZ,Two year,Yes,Credit card (automatic)
6967-QIQRV,One year,No,Electronic check
5781-RFZRP,Two year,No,Credit card (automatic)
0939-YAPAF,Month-to-month,Yes,Electronic check
0308-IVGOK,One year,Yes,Credit card (automatic)
7293-LSCDV,Two year,Yes,Credit card (automatic)
7025-WCBNE,Two year,No,Bank transfer (automatic)
5756-JYOJT,One year,No,Credit card (automatic)
4710-FDUIZ,One year,No,Credit card (automatic)
6030-REHUX,Month-to-month,Yes,Electronic check
9548-LIGTA,Two year,Yes,Mailed check
5150-LJNSR,One year,No,Bank transfer (automatic)
8270-RKSAP,Month-to-month,Yes,Electronic check
6522-YRBXD,Month-to-month,Yes,Electronic check
2640-LYMOV,Month-to-month,Yes,Mailed check
1218-VKFPE,Month-to-month,No,Mailed check
3627-FHKBK,Month-to-month,No,Mailed check
2865-TCHJW,Month-to-month,Yes,Electronic check
1423-BMPBQ,Month-to-month,Yes,Mailed check
2393-DIVAI,Month-to-month,Yes,Mailed check
5192-EBGOV,Month-to-month,Yes,Electronic check
4568-KNYWR,Two year,Yes,Credit card (automatic)
8752-IMQOS,One year,No,Mailed check
0742-LAFQK,Two year,Yes,Electronic check
0795-LAFGP,Two year,No,Electronic check
0619-OLYUR,Two year,Yes,Credit card (automatic)
5512-IDZEI,One year,No,Electronic check
0459-SPZHJ,Two year,No,Credit card (automatic)
0215-BQKGS,Month-to-month,Yes,Credit card (automatic)
9244-ZVAPM,Month-to-month,No,Mailed check
0719-SYFRB,Month-to-month,Yes,Mailed check
8208-EUMTE,Two year,No,Mailed check
5172-MIGPM,Month-to-month,No,Mailed check
1710-RCXUS,One year,Yes,Credit card (automatic)
0374-FIUCA,Two year,Yes,Credit card (automatic)
5839-SUYVZ,Month-to-month,Yes,Credit card (automatic)
5173-ZXXXL,One year,No,Mailed check
1096-ADRUX,One year,Yes,Bank transfer (automatic)
2001-MCUUW,Two year,No,Electronic check
2731-GJRDG,One year,Yes,Bank transfer (automatic)
4723-BEGSG,Two year,No,Credit card (automatic)
6516-NKQBO,Two year,No,Credit card (automatic)
8672-OAUPW,One year,No,Credit card (automatic)
8207-DMRVL,Two year,No,Bank transfer (automatic)
3419-SNJJD,Month-to-month,No,Bank transfer (automatic)
6543-CPZMK,Month-to-month,Yes,Electronic check
4765-OXPPD,Month-to-month,No,Mailed check
2804-ETQDK,Two year,No,Mailed check
6689-VRRTK,One year,Yes,Credit card (automatic)
7138-GIRSH,Two year,No,Bank transfer (automatic)
9396-ZSFLL,Month-to-month,No,Mailed check
6464-KEXXH,Month-to-month,Yes,Credit card (automatic)
7134-MJPDY,One year,Yes,Credit card (automatic)
5240-CAOYT,Month-to-month,Yes,Bank transfer (automatic)
4059-IIEBK,Month-to-month,Yes,Bank transfer (automatic)
4881-JVQOD,Month-to-month,Yes,Bank transfer (automatic)
0516-UXRMT,One year,Yes,Electronic check
4851-BQDNX,One year,Yes,Electronic check
5148-HKFIR,Two year,No,Mailed check
1009-IRMNA,Month-to-month,No,Bank transfer (automatic)
3003-CMDUU,Month-to-month,Yes,Electronic check
5016-IBERQ,Month-to-month,No,Electronic check
6797-UCJHZ,One year,No,Credit card (automatic)
2469-DTSGX,Two year,No,Electronic check
4554-YGZIH,Month-to-month,No,Credit card (automatic)
5099-BAILX,Month-to-month,Yes,Bank transfer (automatic)
9931-KGHOA,Month-to-month,No,Bank transfer (automatic)
1775-KWJKQ,Two year,No,Credit card (automatic)
7665-VIGUD,One year,No,Mailed check
9411-TPQQV,One year,Yes,Bank transfer (automatic)
7207-RMRDB,Month-to-month,Yes,Electronic check
7954-MLBUN,Two year,No,Bank transfer (automatic)
2077-DDHJK,Two year,No,Credit card (automatic)
4913-EHYUI,One year,Yes,Bank transfer (automatic)
0195-IESCP,Month-to-month,Yes,Electronic check
9574-BOSMD,Two year,No,Bank transfer (automatic)
4580-TMHJU,Month-to-month,No,Electronic check
0970-ETWGE,Month-to-month,Yes,Electronic check
4908-XAXAY,One year,Yes,Bank transfer (automatic)
8404-VLQFB,Month-to-month,Yes,Electronic check
1626-ERCMM,Month-to-month,Yes,Electronic check
0887-HJGAR,Month-to-month,Yes,Mailed check
2391-IPLOP,One year,Yes,Electronic check
5644-PDMZC,Month-to-month,No,Electronic check
3509-GWQGF,Month-to-month,No,Credit card (automatic)
9576-ANLXO,Month-to-month,Yes,Bank transfer (automatic)
2024-BASKD,Month-to-month,Yes,Mailed check
5845-BZZIB,Two year,No,Mailed check
1140-UKVZG,Month-to-month,No,Mailed check
4160-AMJTL,Month-to-month,No,Electronic check
5183-SNMJQ,Month-to-month,Yes,Credit card (automatic)
8100-PNJMH,Two year,Yes,Credit card (automatic)
7838-LAZFO,One year,No,Bank transfer (automatic)
4464-JCOLN,One year,No,Mailed check
2085-JVGAD,Month-to-month,No,Bank transfer (automatic)
5650-VDUDS,Month-to-month,Yes,Mailed check
8095-WANWK,Month-to-month,No,Mailed check
3030-ZKIWL,Month-to-month,No,Mailed check
9565-FLVCG,Two year,Yes,Mailed check
8755-OGKNA,Two year,No,Bank transfer (automatic)
2800-VEQXM,Month-to-month,Yes,Mailed check
7538-GWHML,Month-to-month,No,Electronic check
5533-RJFTJ,Month-to-month,Yes,Bank transfer (automatic)
3859-CVCET,Month-to-month,No,Mailed check
0214-JHPFW,Two year,No,Bank transfer (automatic)
5642-MHDQT,One year,Yes,Bank transfer (automatic)
3088-FVYWK,Two year,No,Credit card (automatic)
3276-HDUEG,Month-to-month,Yes,Mailed check
9092-GDZKO,Month-to-month,Yes,Credit card (automatic)
0823-HSCDJ,Month-to-month,Yes,Electronic check
3729-OWRVL,Two year,Yes,Electronic check
2324-AALNO,One year,No,Bank transfer (automatic)
0822-GAVAP,Month-to-month,Yes,Electronic check
5760-IFJOZ,Month-to-month,No,Mailed check
2826-UWHIS,Month-to-month,No,Bank transfer (automatic)
1448-PWKYE,Month-to-month,No,Electronic check
7501-IWUNG,Two year,Yes,Bank transfer (automatic)
4957-TREIR,Month-to-month,Yes,Credit card (automatic)
7251-LJBQN,One year,Yes,Credit card (automatic)
8040-MNRTF,Month-to-month,No,Mailed check
1536-HBSWP,Month-to-month,Yes,Electronic check
5313-FPXWG,One year,Yes,Bank transfer (automatic)
0067-DKWBL,Month-to-month,Yes,Electronic check
0946-FKYTX,One year,No,Mailed check
5076-YVXCM,Month-to-month,No,Bank transfer (automatic)
8262-COGGB,Month-to-month,Yes,Mailed check
6663-JOCQO,One year,Yes,Bank transfer (automatic)
9620-QJREV,One year,No,Credit card (automatic)
2276-YDAVZ,Month-to-month,Yes,Credit card (automatic)
2682-KEVRP,One year,Yes,Mailed check
2480-JZOSN,Month-to-month,Yes,Mailed check
0078-XZMHT,Two year,Yes,Bank transfer (automatic)
5896-NPFWW,Month-to-month,Yes,Electronic check
9978-HYCIN,One year,Yes,Bank transfer (automatic)
8338-QIUNR,Two year,Yes,Credit card (automatic)
1525-LNLOJ,Two year,Yes,Bank transfer (automatic)
9450-TRJUU,Month-to-month,No,Electronic check
1766-GKNMI,Month-to-month,Yes,Electronic check
6942-LBFDP,Month-to-month,Yes,Mailed check
1456-TWCGB,Month-to-month,No,Mailed check
7133-VBDCG,Month-to-month,Yes,Bank transfer (automatic)
7596-ZYWBB,Two year,Yes,Mailed check
8329-UTMVM,One year,Yes,Bank transfer (automatic)
3014-WJKSM,Month-to-month,Yes,Credit card (automatic)
3347-YJZZE,Month-to-month,No,Credit card (automatic)
1029-QFBEN,Month-to-month,No,Mailed check
7929-DMBCV,Month-to-month,Yes,Mailed check
9661-JALZV,Two year,Yes,Credit card (automatic)
5433-KYGHE,Month-to-month,Yes,Mailed check
4312-KFRXN,Two year,No,Mailed check
5575-TPIZQ,Month-to-month,Yes,Credit card (automatic)
0114-IGABW,Two year,No,Bank transfer (automatic)
9944-AEXBM,Month-to-month,Yes,Bank transfer (automatic)
1853-ARAAQ,Month-to-month,Yes,Credit card (automatic)
6952-OMNWB,Month-to-month,Yes,Credit card (automatic)
4697-LUPSU,One year,No,Mailed check
8434-VGEQQ,Two year,No,Credit card (automatic)
4952-YSOGZ,Month-to-month,Yes,Electronic check
1589-AGTLK,Month-to-month,Yes,Electronic check
5244-IRFIH,Month-to-month,Yes,Electronic check
6549-YMFAW,Month-to-month,Yes,Mailed check
4950-HKQTE,Two year,No,Mailed check
6786-OBWQR,Month-to-month,Yes,Electronic check
2684-EIWEO,Month-to-month,No,Credit card (automatic)
2753-JMMCV,Two year,Yes,Credit card (automatic)
6439-GTPCA,Month-to-month,Yes,Electronic check
6621-YOBKI,Month-to-month,No,Mailed check
1216-JWVUX,Month-to-month,Yes,Electronic check
7564-GHCVB,Two year,No,Bank transfer (automatic)
1173-NOEYG,Month-to-month,No,Bank transfer (automatic)
7595-EHCDL,Month-to-month,No,Credit card (automatic)
6647-ZEDXT,One year,No,Credit card (automatic)
2521-NPUZR,Two year,No,Credit card (automatic)
1307-TVUFB,Month-to-month,Yes,Bank transfer (automatic)
7503-MIOGA,Two year,Yes,Bank transfer (automatic)
4381-MHQDC,Two year,Yes,Mailed check
6923-JHPMP,Month-to-month,Yes,Electronic check
5138-WVKYJ,Month-to-month,No,Electronic check
4018-PPNDW,Two year,Yes,Mailed check
1635-FJFCC,Month-to-month,Yes,Credit card (automatic)
2499-AJYUA,Two year,Yes,Credit card (automatic)
6919-ELBGL,Two year,Yes,Bank transfer (automatic)
3966-HRMZA,Month-to-month,No,Mailed check
6425-JWTDV,Two year,No,Mailed check
8405-IGQFX,One year,Yes,Credit card (automatic)
8224-IVVPA,Month-to-month,Yes,Mailed check
9477-LGWQI,Two year,Yes,Credit card (automatic)
1410-RSCMR,Month-to-month,Yes,Credit card (automatic)
0139-IVFJG,Month-to-month,No,Electronic check
6683-VLCTZ,Month-to-month,Yes,Electronic check
5730-DBDSI,Two year,No,Bank transfer (automatic)
0030-FNXPP,Month-to-month,No,Mailed check
2189-WWOEW,Month-to-month,Yes,Bank transfer (automatic)
5684-FJVYR,Two year,Yes,Bank transfer (automatic)
4013-GUXND,Month-to-month,No,Mailed check
1894-IGFSG,Month-to-month,No,Electronic check
7379-POKDZ,Month-to-month,Yes,Electronic check
1266-NZYUI,Two year,No,Bank transfer (automatic)
7969-FFOWG,Two year,No,Mailed check
4718-DHSMV,Month-to-month,Yes,Mailed check
5175-WLYXL,Month-to-month,Yes,Mailed check
7817-OMJNA,One year,No,Bank transfer (automatic)
8728-SKJLR,Month-to-month,Yes,Electronic check
3137-NYQQI,One year,No,Mailed check
7706-DZNKK,Month-to-month,Yes,Credit card (automatic)
0236-HFWSV,Month-to-month,Yes,Electronic check
3900-AQPHZ,Month-to-month,No,Mailed check
5842-POCOP,Month-to-month,Yes,Mailed check
2037-XJFUP,One year,Yes,Electronic check
8823-RLPWL,Two year,Yes,Credit card (automatic)
9505-SQFSW,Month-to-month,No,Mailed check
7314-OXENN,Month-to-month,Yes,Electronic check
3758-CKOQL,One year,Yes,Credit card (automatic)
0322-CHQRU,Month-to-month,No,Electronic check
5676-CFLYY,Two year,Yes,Credit card (automatic)
7521-AFHAB,Month-to-month,No,Mailed check
0285-INHLN,Month-to-month,Yes,Credit card (automatic)
4678-DVQEO,Month-to-month,Yes,Electronic check
5125-CNDSP,One year,Yes,Bank transfer (automatic)
0691-IFBQW,One year,Yes,Electronic check
4992-LTJNE,Two year,No,Bank transfer (automatic)
2202-OUTMO,Month-to-month,Yes,Bank transfer (automatic)
0810-BDHAW,One year,No,Electronic check
0229-LFJAF,Two year,No,Bank transfer (automatic)
7131-ZQZNK,Two year,No,Credit card (automatic)
3442-ZHHCC,One year,Yes,Credit card (automatic)
5726-CVNYA,Two year,Yes,Mailed check
9871-ELEYA,Two year,No,Credit card (automatic)
4257-GAESD,Month-to-month,No,Credit card (automatic)
5173-WXOQV,Month-to-month,Yes,Mailed check
2040-OBMLJ,One year,No,Credit card (automatic)
6286-ZHAOK,Month-to-month,Yes,Bank transfer (automatic)
3807-XHCJH,Month-to-month,No,Electronic check
3009-JWMPU,One year,Yes,Electronic check
5671-RQRLP,Two year,Yes,Credit card (automatic)
1450-GALXR,Month-to-month,Yes,Electronic check
8859-AXJZP,Two year,Yes,Mailed check
3174-AKMAS,Two year,Yes,Credit card (automatic)
3138-BKYAV,Month-to-month,Yes,Electronic check
9926-PJHDQ,Two year,Yes,Bank transfer (automatic)
7382-DFJTU,Month-to-month,No,Credit card (automatic)
2798-NYLMZ,Two year,Yes,Credit card (automatic)
4289-DTDKW,Month-to-month,Yes,Electronic check
1820-TQVEV,Month-to-month,Yes,Electronic check
2239-JALAW,One year,Yes,Bank transfer (automatic)
4853-RULSV,Two year,Yes,Credit card (automatic)
8098-TDCBU,Two year,No,Electronic check
3551-GAEGL,One year,No,Bank transfer (automatic)
4785-NKHCX,Month-to-month,No,Bank transfer (automatic)
3196-NVXLZ,Month-to-month,Yes,Mailed check
6275-YDUVO,Month-to-month,Yes,Mailed check
0036-IHMOT,One year,Yes,Bank transfer (automatic)
0115-TFERT,Month-to-month,Yes,Electronic check
4178-EGMON,Two year,Yes,Credit card (automatic)
4220-TINQT,Month-to-month,Yes,Electronic check
5318-YKDPV,Two year,Yes,Credit card (automatic)
7975-TZMLR,One year,Yes,Electronic check
0295-QVKPB,Month-to-month,Yes,Credit card (automatic)
4335-BSMJS,Two year,Yes,Credit card (automatic)
2311-QYMUQ,Month-to-month,Yes,Credit card (automatic)
3643-AHCFP,Month-to-month,Yes,Bank transfer (automatic)
9146-JRIOX,Month-to-month,No,Mailed check
3104-OWCGK,One year,No,Electronic check
5337-IIWKZ,Month-to-month,Yes,Electronic check
9101-BWFSS,One year,No,Electronic check
9650-VBUOG,Two year,No,Credit card (automatic)
3487-EARAT,One year,No,Credit card (automatic)
2672-TGEFF,Month-to-month,Yes,Electronic check
9231-ZJYAM,Month-to-month,Yes,Electronic check
4250-WAROZ,Month-to-month,Yes,Electronic check
8184-WMOFI,One year,No,Credit card (automatic)
6982-SSHFK,Month-to-month,No,Mailed check
6092-QZVPP,Month-to-month,Yes,Credit card (automatic)
4625-LAMOB,Two year,No,Credit card (automatic)
0727-BMPLR,One year,Yes,Electronic check
0392-BZIUW,Two year,Yes,Credit card (automatic)
1038-ZAGBI,One year,No,Bank transfer (automatic)
6549-NNDYT,Month-to-month,Yes,Bank transfer (automatic)
3027-ZTDHO,Month-to-month,Yes,Electronic check
0422-OHQHQ,One year,No,Mailed check
6916-HIJSE,Two year,Yes,Bank transfer (automatic)
2316-ESMLS,One year,No,Credit card (automatic)
9778-OGKQZ,Two year,Yes,Credit card (automatic)
7408-OFWXJ,Two year,No,Credit card (automatic)
6007-TCTST,Two year,Yes,Bank transfer (automatic)
2252-NKNSI,Two year,Yes,Mailed check
8713-IGZSO,Month-to-month,No,Mailed check
7905-TVXTA,Month-to-month,Yes,Electronic check
7695-PKLCZ,Two year,No,Credit card (automatic)
2382-BCKQJ,One year,Yes,Electronic check
8374-UULRV,Two year,No,Credit card (automatic)
2207-NHRJK,Month-to-month,No,Electronic check
3224-DFQNQ,One year,No,Electronic check
5275-PMFUT,Two year,Yes,Credit card (automatic)
4795-UXVCJ,One year,No,Credit card (automatic)
9777-IQHWP,Two year,No,Bank transfer (automatic)
0947-MUGVO,Month-to-month,Yes,Electronic check
9944-HKVVB,Month-to-month,Yes,Electronic check
4124-MMETB,Month-to-month,Yes,Credit card (automatic)
3671-SHRSP,Month-to-month,Yes,Mailed check
0979-MOZQI,Two year,Yes,Bank transfer (automatic)
2732-ISEZX,Month-to-month,Yes,Mailed check
3313-QKNKB,One year,No,Electronic check
0323-XWWTN,Two year,Yes,Mailed check
1937-OTUKY,Two year,Yes,Bank transfer (automatic)
1573-LGXBA,One year,Yes,Credit card (automatic)
1764-VUUMT,Two year,No,Credit card (automatic)
5073-WXOYN,Month-to-month,Yes,Electronic check
4713-ZBURT,Two year,No,Bank transfer (automatic)
3050-GBUSH,Month-to-month,Yes,Credit card (automatic)
0207-MDKNV,Month-to-month,No,Electronic check
7876-AEHIG,One year,No,Bank transfer (automatic)
7945-HLKEA,One year,No,Electronic check
9342-VNIMQ,Month-to-month,Yes,Bank transfer (automatic)
9851-KIELU,Month-to-month,Yes,Electronic check
3523-BRGUW,One year,No,Credit card (automatic)
3908-BLSYF,Month-to-month,No,Electronic check
3199-NPKCN,One year,Yes,Electronic check
5170-PTRKA,One year,Yes,Credit card (automatic)
4661-NJEUX,Month-to-month,Yes,Mailed check
2123-AGEEN,Month-to-month,Yes,Electronic check
1258-YMZNM,One year,Yes,Bank transfer (automatic)
0048-LUMLS,One year,No,Credit card (automatic)
7549-MYGPK,Month-to-month,Yes,Electronic check
5898-IGSLP,Month-to-month,No,Electronic check
3804-RVTGV,Month-to-month,Yes,Bank transfer (automatic)
6259-WJQLC,Month-to-month,Yes,Credit card (automatic)
9227-LUNBG,Month-to-month,No,Electronic check
7997-EASSD,One year,Yes,Credit card (automatic)
0730-KOAVE,Month-to-month,Yes,Credit card (automatic)
8975-SKGRX,Two year,Yes,Bank transfer (automatic)
0678-RLHVP,Two year,No,Electronic check
4315-MURBD,Month-to-month,Yes,Bank transfer (automatic)
2267-FPIMA,Month-to-month,Yes,Credit card (automatic)
1051-GEJLJ,Month-to-month,No,Mailed check
9734-YWGEX,Month-to-month,No,Credit card (automatic)
2719-BDAQO,Month-to-month,No,Electronic check
5285-MVEHD,One year,Yes,Credit card (automatic)
0379-DJQHR,Two year,No,Credit card (automatic)
0781-LKXBR,Month-to-month,Yes,Electronic check
5543-QDCRY,Month-to-month,Yes,Electronic check
0297-RBCSG,One year,Yes,Bank transfer (automatic)
4694-PHWFW,Month-to-month,No,Mailed check
0835-JKADZ,Two year,Yes,Electronic check
1907-UBQFC,Month-to-month,Yes,Electronic check
7508-SMHXL,Month-to-month,No,Credit card (automatic)
3865-YIOTT,One year,Yes,Bank transfer (automatic)
5993-BQHEA,One year,No,Credit card (automatic)
6024-RUGGH,Two year,Yes,Bank transfer (automatic)
6513-EECDB,Month-to-month,Yes,Electronic check
3956-CJUST,Month-to-month,Yes,Bank transfer (automatic)
4079-WWQQQ,Two year,Yes,Bank transfer (automatic)
6103-BOCOU,Month-to-month,Yes,Electronic check
5149-TGWDZ,One year,Yes,Mailed check
7471-WNSUF,One year,No,Bank transfer (automatic)
8942-DBMHZ,Month-to-month,No,Mailed check
4301-VVZKA,Month-to-month,Yes,Electronic check
9199-PWQVC,One year,Yes,Credit card (automatic)
4824-GUCBY,Month-to-month,No,Electronic check
5393-HJZSM,Month-to-month,No,Bank transfer (automatic)
7074-IEVOJ,Month-to-month,Yes,Electronic check
9625-QSTYE,Month-to-month,Yes,Electronic check
0862-PRCBS,Two year,Yes,Credit card (automatic)
8812-ZRHFP,One year,No,Electronic check
5146-CBVOE,Month-to-month,No,Bank transfer (automatic)
0454-OKRCT,Two year,No,Bank transfer (automatic)
5787-KXGIY,Two year,No,Credit card (automatic)
4750-ZRXIU,Month-to-month,Yes,Electronic check
4198-VFOEA,One year,Yes,Mailed check
6630-UJZMY,Month-to-month,Yes,Electronic check
6400-BWQKW,Month-to-month,Yes,Electronic check
2692-AQCPF,One year,Yes,Credit card (automatic)
0347-UBKUZ,Month-to-month,No,Mailed check
0835-DUUIQ,One year,No,Bank transfer (automatic)
0811-GSDTP,Month-to-month,No,Electronic check
7567-ECMCM,Month-to-month,Yes,Credit card (automatic)
6115-ZTBFQ,Two year,No,Bank transfer (automatic)
6353-BRMMA,Month-to-month,Yes,Bank transfer (automatic)
6680-WKXRZ,Month-to-month,No,Bank transfer (automatic)
6231-WFGFH,Month-to-month,Yes,Mailed check
9904-EHEVJ,Month-to-month,Yes,Mailed check
7028-DVOIQ,Month-to-month,Yes,Electronic check
6169-PPETC,Two year,No,Bank transfer (automatic)
4208-UFFGW,Month-to-month,No,Mailed check
8584-KMVXD,Month-to-month,No,Electronic check
8467-WYNSR,Month-to-month,No,Mailed check
0851-DFJKB,Month-to-month,No,Electronic check
5382-SOYZL,Month-to-month,Yes,Electronic check
9448-REEVD,Month-to-month,No,Credit card (automatic)
3261-CQXOL,Two year,No,Bank transfer (automatic)
8388-FYNPZ,Month-to-month,No,Electronic check
4002-BQWPQ,Month-to-month,No,Bank transfer (automatic)
5651-YLPRD,Month-to-month,Yes,Electronic check
2826-DXLQO,Month-to-month,No,Bank transfer (automatic)
4378-BZYFP,One year,Yes,Mailed check
9489-UTFKA,Month-to-month,No,Bank transfer (automatic)
4849-PYRLQ,Two year,No,Bank transfer (automatic)
